"url","status_http","title","meta_description","h1","canonical","profundidad","seccion","tipo_inferido"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/servicio-tecnico-para-maquinaria-pesada/","200","Servicio Técnico para Maquinaria Pesada- Partequipos","Optimiza el rendimiento y prolonga la vida útil de tu maquinaria pesada con nuestros Servicio Técnico de alta calidad","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/servicio-tecnico-para-maquinaria-pesada/","3","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/transmision-para-maquinaria-pesada/","200","Transmisión para Maquinaria Pesada - Partequipos","Optimiza el rendimiento y prolonga la vida útil de tu maquinaria pesada con nuestros Transmisión de alta Calidad","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/transmision-para-maquinaria-pesada/","3","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje-para-maquinaria-pesada/","200","Tren de Rodaje para Maquinaria Pesada- Partequipos","Descubre la calidad y durabilidad de nuestro Tren de Rodaje para maquinaria pesada. Diseñado para optimizar el rendimiento de tus equipos","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje-para-maquinaria-pesada/","3","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/","200","Tren de Rodaje - Partequipos","Nuestro tren de rodaje CF es la elección número uno para aquellos que buscan durabilidad, rendimiento óptimo y eficiencia en sus operaciones.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/","3","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/tren-de-rodaje-cf/","200","Tren de Rodaje CF - Partequipos","Nuestro tren de rodaje CF es la elección número uno para aquellos que buscan durabilidad, rendimiento óptimo y eficiencia en sus operaciones.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/tren-de-rodaje-cf/","4","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/tren-de-rodaje-itr/","200","Tren de Rodaje ITR - Partequipos","Nos especializamos en la distribución de tren de rodaje de la reconocida marca ITR para marcas líderes como Case Construction, Caterpillar, Yanmar, Bobcat, Liugong, Link Belt, Doosan, Hitachi, Komatsu, Kobelco, Hyundai, Volvo, John Deere y muchas más.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/categoria-repuestos-para-maquinaria-pesada/tren-de-rodaje/tren-de-rodaje-itr/","4","repuestos","categoria"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/","200","Repuestos para maquinaria pesada marcas","Descubre una amplia selección de Repuestos para maquinaria pesada de diversas marcas en nuestra tienda PARTEQUIPOS","REPUESTOS Maquinaria pesada","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/","2","repuestos","institucional"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/pes-parts-equipment-solutions/","200","Filtros Donaldson - Partequipos","Explora nuestra amplia selección de Filtros Donaldson en nuestra tienda PARTEQUIPOS. somos tu mejor opción para tu maquinaria pesada.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/pes-parts-equipment-solutions/","3","repuestos","marca"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-ammann/","200","Repuestos para maquinaria pesada AMMANN","Explora nuestra amplia selección de Repuestos para maquinaria pesada AMMANN en nuestra tienda PARTEQUIPOS.","REPUESTOS AMMANN","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-ammann/","3","repuestos","marca"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-ammann/repuestos-para-maquinaria-pesada-vibrocompactadora-ammann/","200","Repuestos para Vibrocompactador AMMANN","xplora nuestra amplia selección de Repuestos para Vibrocompactador AMMANNE en nuestra tienda PARTEQUIPOS. somos tu mejor opción.","REPUESTOS Hitachi","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-ammann/repuestos-para-maquinaria-pesada-vibrocompactadora-ammann/","4","repuestos","tipo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/","200","Repuestos para maquinaria pesada BOBCAT- Partequipos","Explora nuestra amplia selección de Repuestos para maquinaria pesada BOBCAT en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/","3","repuestos","marca"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/","200","Repuestos para Miniexcavadora BOBCAT - Partequipos","Explora nuestra amplia selección de Respuestos para maquinaria Miniexcavadora BOBCAT en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/","4","repuestos","tipo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-331/","200","Repuestos para Miniexcavador BOBCAT 331","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT 331 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-331/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-418/","200","Repuestos para Miniexcavador BOBCAT 418","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT 418 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-418/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e32/","200","Repuestos para Miniexcavador BOBCAT E32","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT E32 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e32/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e42/","200","Repuestos para Miniexcavador BOBCAT E42","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT E42 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e42/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e45/","200","Repuestos para Miniexcavador BOBCAT E45","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT E45 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-minicargador-bobcat-e45/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-miniexcavadora-bobcat-430/","200","Repuestos para Miniexcavador BOBCAT 430","Explora nuestra amplia selección de Repuestos para Miniexcavador BOBCAT 430 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-bobcat/repuestos-para-maquinaria-pesada-miniexcavadora-bobcat/repuestos-miniexcavadora-bobcat-430/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/","200","Repuestos maquinaria pesada CASE - Partequipos","Explora nuestra amplia selección de Repuestos para maquinaria pesada CASE CONSTRUCTION en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/","3","repuestos","marca"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/","200","Repuestos para Bulldozer CASE - Partequipos","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/","4","repuestos","tipo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1150k/","200","Repuestos para Bulldozer CASE CONSTRUCTION 1150K","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 1150K en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1150k/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1150m/","200","Repuestos para Bulldozer CASE CONSTRUCTION 1150M","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 1150M en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1150m/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1650m/","200","Repuestos para Bulldozer CASE CONSTRUCTION 1650M","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 1650M en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-1650m/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-2050m/","200","Repuestos para Bulldozer CASE CONSTRUCTION 2050M","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 2050M en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-2050m/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-650l/","200","Repuestos para Bulldozer CASE CONSTRUCTION 650L","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 650L en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-bulldozer-case-construction/repuestos-bulldozer-case-construction-650l/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/","200","Repuestos para Cargador Frontal CASE - Partequipos","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/","4","repuestos","tipo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-bulldozer-case-construction-650l-copy/","200","Repuestos para Bulldozer CASE CONSTRUCTION 650L","Explora nuestra amplia selección de Repuestos para Bulldozer CASE CONSTRUCTION 650L en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-bulldozer-case-construction-650l-copy/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621e/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 621E","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 621E en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621e/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621f/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 621F","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 621F en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621f/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621g/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 621G","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 621G en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-621g/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721e/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 721E","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 721E en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721e/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721f/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 721F","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 721F en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721f/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721g/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 721G","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 721G en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-721g/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821e/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 821E","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 821E en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821e/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821f/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 821F","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 821F en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821f/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821g/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION 821G","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION 821G en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-821g/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-w20e/","200","Repuestos para Cargador Frontal CASE CONSTRUCTION W20E","Explora nuestra amplia selección de Repuestos para Cargador Frontal CASE CONSTRUCTION W20E en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-cargador-frontal-case-construction-w20e/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/","200","Repuestos para Excavadora CASE CONSTRUCTION - Partequipos","Explora nuestra amplia selección de Repuestos para Excavadora CASE CONSTRUCTION en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/","5","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx210b/","200","Repuestos para Excavadora CASE CONSTRUCTION CX210B","Explora nuestra amplia selección de Repuestos para Excavadora CASE CONSTRUCTION CX210B en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx210b/","6","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx220c/","200","Repuestos para Excavadora CASE CONSTRUCTION CX220C","Explora nuestra amplia selección de Repuestos para Excavadora CASE CONSTRUCTION CX220C en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx220c/","6","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx350b/","200","Repuestos para Excavadora CASE CONSTRUCTION CX350B","Explora nuestra amplia selección de Repuestos para Excavadora CASE CONSTRUCTION CX350B en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx350b/","6","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx350c/","200","Repuestos para Excavadora CASE CONSTRUCTION CX350C","Explora nuestra amplia selección de Repuestos para Excavadora CASE CONSTRUCTION CX350C en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-cargador-frontal-case-construction/repuestos-para-maquinaria-pesada-excavadora-case-construction/repuestos-excavadora-case-construction-cx350c/","6","repuestos","modelo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-minicargador-case-construction/","200","Repuestos para Minicargador CASE CONSTRUCTION - Partequipos","Explora nuestra amplia selección de Repuestos para Minicargador CASE CONSTRUCTION en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-minicargador-case-construction/","4","repuestos","tipo"
"https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-minicargador-case-construction/repuestos-minicargador-case-construction-sr175/","200","Repuestos para MINICARGADOR CASE CONSTRUCTION SR175","Explora nuestra amplia selección de Repuestos para MINICARGADOR CASE CONSTRUCTION SR175 en nuestra tienda PARTEQUIPOS.","","https://partequipos.com/repuestos-maquinaria-pesada-colombia/repuestos-maquinaria-pesada-marcas/repuestos-para-maquinaria-pesada-case-construction/repuestos-para-maquinaria-pesada-minicargador-case-construction/repuestos-minicargador-case-construction-sr175/","5","repuestos","modelo"
